abahunza	462	abahunza
octimia	646	octimia
odilia	1765	odilia
odilio	814	odilio
ofelia	1798	ofelia
ofir	1555	ofir
oicata	1240	oicata
ojeda	1976	ojeda
olano	819	olano
olarte	1621	olarte
olegario	2026	olegario
olga	2344	olga
olinda	306	olinda
oliva	1993	oliva
olivares	100	olivares
olivarez	806	olivarez
oliverio	2083	oliverio
oliveros	1937	oliveros
olivo	596	olivo
olivos	1353	olivos
olmedo	974	olmedo
olmos	1908	olmos
olver	1210	olver
omaira	2142	omaira
omar	2121	omar
omayra	908	omayra
onesimo	1216	onésimo
onofre	559	onofre
onorio	980	onorio
oracia	485	oracia
ordener	644	ordener
ordoñez	2346	ordoñez
orduz	1539	ordúz
orduña	59	orduña
oreja	500	oreja
orejarena	748	orejarena
orentire	317	orentire
orestes	1187	orestes
orfelina	86	orfelina
orfelminda	249	orfelminda
orfilia	1659	orfilia
orjuela	2009	orjuela
orla	160	orla
orlando	2421	orlando
ormaza	1855	ormaza
ormidas	140	ormidas
oromacio	1211	oromacio
oropesa	305	oropesa
oropeza	2079	oropeza
oros	361	oros
orozco	2205	orozco
ortega	1782	ortega
ortegate	1305	ortegate
ortegon	616	ortegón
ortiz	2416	ortíz
osa	1758	osa
osbaldo	348	osbaldo
oscar	2336	oscar
oseas	380	oseas
osman	972	osman
osorio	1012	osorio
ospina	1229	ospina
ossa	1466	ossa
ostios	778	ostios
ostos	1861	ostos
osvaldo	1750	osvaldo
oswaldo	2289	oswaldo
otalora	2146	otálora
otalvaro	1333	otálvaro
otavo	1394	otavo
otelo	770	otelo
otilia	2008	otilia
otocilia	296	otocilia
ovalle	642	ovalle
ovejero	2003	ovejero
ovidio	2098	ovidio
oviedo	2024	oviedo
oyola	369	oyola
oñate	103	oñate
pabhuense	968	pabhuense
pablina	1000	pablina
pablo	2425	pablo
pabon	1889	pabón
pacabaque	1699	pacabaque
pacacira	961	pacacira
pacanchique	1947	pacanchique
pacateque	1825	pacateque
pacavita	648	pacavita
pacheco	2002	pacheco
pacho	1287	pacho
pachon	1787	pachón
paco	396	paco
pacomio	264	pacomio
padilla	1712	padilla
padres	848	padres
paez	1913	páez
paiba	263	paiba
paipa	691	paipa
paipilla	2157	paipilla
palacios	2145	palacios
palencia	9	palencia
pallares	1426	pallares
paloma	1176	paloma
palomares	875	palomares
palomino	2251	palomino
pamenio	119	pamenio
pan	1286	pan
panfilo	43	panfilo
paniagua	525	paniagua
panqueba	1988	panqueba
panqueva	769	panqueva
pantoja	247	pantoja
paola	345	paola
parada	2070	parada
paredes	2140	paredes
pareja	1199	pareja
parmenio	1496	parmenio
parra	2291	parra
parrado	625	parrado
pasachoa	2313	pasachoa
pascual	1047	pascual
pascuala	36	pascuala
pasion	1389	pasion
pastor	1379	pastor
patalagua	1479	patalagua
patarroyo	2375	patarroyo
paternina	1847	paternina
patino	1556	patino
patiño	2058	patiño
patricia	2436	patricia
patricio	1716	patricio
patrocinia	1594	patrocinia
patrocinio	1530	patrocinio
paula	415	paula
paulino	142	paulino
paulo	68	paulo
paz	1461	paz
pedraos	1719	pedraos
pedraza	2175	pedraza
pedro	2461	pedro
pedroza	2257	pedroza
pelaez	506	peláez
penagos	1777	penagos
perafan	230	perafán
peralta	1559	peralta
perdomo	1709	perdomo
perea	611	perea
peregrino	1309	peregrino
pereira	1726	pereira
perez	2426	pérez
perico	331	perico
perilla	2297	perilla
pesca	1693	pesca
pez	910	pez
peña	2295	peña
peñalosa	905	peñalosa
peñaloza	1009	peñaloza
peñon	1159	peñón
piamonte	1703	piamonte
pidiache	116	pidiache
pidiachi	1803	pidiachi
piedrahita	1614	piedrahíta
piero	684	piero
pineda	2343	pineda
pinedo	784	pinedo
pinilla	2135	pinilla
pinto	1494	pinto
pinzon	2410	pinzón
pipe	1164	pipe
pirabague	1044	pirabague
pirabaque	410	pirabaque
pirachican	1665	pirachicán
piracon	1387	piracon
piragauta	2141	piragauta
piraguata	862	piraguata
pirajan	1836	piraján
piramanrique	1194	piramanrique
piraquive	1892	piraquive
pirateque	1600	pirateque
piratoba	643	piratoba
piratova	165	piratova
piravague	665	piravague
piravaque	13	piravaque
pirazan	1301	pirazán
piriache	1242	piriache
pito	681	pito
piza	246	piza
piñedes	395	piñedes
piñero	703	piñero
piñeros	1864	piñeros
piñuela	917	piñuela
plauxila	1420	plauxila
plazas	2190	plazas
plinio	412	plinio
polidoro	542	polidoro
polo	1034	polo
pompilio	1790	pompilio
ponare	1406	ponare
ponguta	1957	ponguta
porfidia	767	porfidia
porfidio	1593	porfidio
porfirio	332	porfirio
porras	1565	porras
portela	378	portela
portilla	28	portilla
portuguez	660	portuguéz
posidia	1576	posidia
posso	1587	posso
poveda	2287	poveda
praxedes	813	praxedes
praxedis	1982	praxedis
preciado	2071	preciado
precistato	234	precistato
pregonero	225	pregonero
presentacion	1747	presentación
prieto	2068	prieto
primitiva	353	primitiva
primitivo	1811	primitivo
priscila	1784	priscila
profetiza	1014	profetiza
prospero	1761	próspero
puentes	1527	puentes
puerto	2092	puerto
pulido	2404	pulido
puno	673	puno
pureza	736	pureza
quenguan	313	quenguan
querubin	232	querubín
quevedo	1492	quevedo
quezada	1458	quezada
quiazua	854	quiazua
quicasaque	1884	quicasaque
quiceno	2252	quiceno
quijano	1087	quijano
quimbayo	1635	quimbayo
quinaya	231	quinaya
quinta	179	quinta
quintana	2342	quintana
quintero	2368	quintero
quiroga	2100	quiroga
quiroz	2048	quiróz
quispi	977	quispi
quitian	1854	quitián
quiñones	2292	quiñones
quroz	947	quróz
raba	186	raba
rafael	2448	rafael
rafaela	1445	rafaela
rafaelino	743	rafaelino
rafico	1381	rafico
ragua	1448	ragua
raimundo	351	raimundo
ramirez	2462	ramírez
ramiro	2123	ramiro
ramon	1933	ramón
ramos	1956	ramos
rangel	1303	rangel
rativa	1470	rátiva
raul	1457	raúl
ravelo	2096	ravelo
raymundo	843	raymundo
rayo	1437	rayo
real	208	real
reapira	1222	reapira
reatiga	447	reatiga
rebeca	687	rebeca
rebolledo	1828	rebolledo
recalde	472	recalde
redondo	215	redondo
refugio	1557	refugio
reina	1849	reina
reinaldo	2241	reinaldo
reinel	1949	reinel
reinoso	855	reinoso
remigio	1507	remigio
rendon	1432	rendón
rengifo	1886	rengifo
rescanevo	888	rescanevo
restrepo	1463	restrepo
resurreccion	1809	resurrección
retavisca	787	retavisca
revellon	209	revellón
revelo	1425	revelo
reyes	2117	reyes
reynaldo	1990	reynaldo
riapira	1540	riapira
riascos	789	riascos
riativa	1275	riátiva
riay	467	riay
riaño	2133	riaño
ricardo	2303	ricardo
ricaurte	2308	ricaurte
richard	1404	richard
rico	1059	rico
rigoberto	2255	rigoberto
rincon	2367	rincón
ripe	393	ripe
riscanevo	2126	riscanevo
riso	1029	riso
rita	1664	rita
rivadeneira	971	rivadeneira
rivas	504	rivas
rivera	2279	rivera
riveros	1832	riveros
rivilla	1219	rivilla
roa	528	roa
robba	155	robba
roberth	1266	roberth
roberto	2328	roberto
robles	2203	robles
roboan	1069	roboán
roca	584	roca
rocha	1380	rocha
roche	1857	roche
rocio	982	rocío
rodolfo	1714	rodolfo
rodrigo	1673	rodrigo
rodriguez	2488	rodríguez
rodulfo	1801	rodulfo
rogelia	742	rogelia
rogelio	2162	rogelio
rogerio	114	rogerio
rojas	2438	rojas
rolando	1051	rolando
rolfe	839	rolfe
romer	85	romer
romero	2181	romero
romualdo	1764	romualdo
roncancio	1963	roncancio
ronchanquira	420	ronchanquira
ronchaquira	77	ronchaquira
ronderos	1842	ronderos
rondon	1280	rondón
rooselvet	831	rooselvet
roosembel	554	roosembel
ropero	828	ropero
roque	1568	roque
rosa	2397	rosa
rosabel	261	rosabel
rosalba	2075	rosalba
rosalbina	1346	rosalbina
rosana	1498	rosana
rosario	1903	rosario
rosaura	193	rosaura
roseli	1339	roseli
rosemberg	405	rosemberg
rosendo	350	rosendo
rosero	265	rosero
rosevel	718	rosevel
rosillo	458	rosillo
rosmira	50	rosmira
roso	1035	roso
rosolino	1727	rosolino
rozo	1791	rozo
rua	944	rúa
ruben	2244	rubén
ruber	1396	ruber
rubi	1304	rubi
rubiano	2147	rubiano
rubio	1367	rubio
ruby	2014	ruby
rud	698	rud
rudecindo	1733	rudecindo
rueda	1161	rueda
rufiniano	988	rufiniano
ruiz	2136	ruíz
ruje	1481	ruje
rusinque	658	rusinque
russi	1826	russi
russy	1042	russy
ruth	1997	ruth
ruver	488	ruver
saavedra	2333	saavedra
saba	706	saba
sabarain	1844	sabaraín
sabat	1558	sabat
sabato	1480	sábato
sabogal	1678	sabogal
sabria	670	sabria
sabulon	214	sabulón
sacristan	656	sacristán
saenz	2429	sáenz
saganome	1960	saganome
sahira	256	sahira
saida	597	saida
sairias	493	sairías
saiz	391	saiz
sajonero	40	sajonero
salamanca	2449	salamanca
salanueva	69	salanueva
salas	901	salas
salazar	2307	salazar
salcedo	2392	salcedo
saldana	1348	saldana
saldarriaga	1080	saldarriaga
saldaña	2078	saldaña
salem	598	salem
salgado	2130	salgado
salguero	1525	salguero
salinas	979	salinas
salomon	2192	salomón
salustiano	93	salustiano
salvador	2039	salvador
samaca	175	samacá
samaniego	367	samaniego
samir	1462	samír
samit	570	samit
samora	105	samora
samudio	61	samudio
samuel	1915	samuel
sanabria	2453	sanabria
sanchez	2478	sánchez
sandino	1822	sandino
sandoval	2423	sandoval
sandra	2245	sandra
sanin	343	sanín
santafe	1823	santafé
santiago	365	santiago
santisteban	1717	santisteban
santos	1894	santos
sanudo	293	sanudo
sara	1028	sara
sarate	14	sárate
saraza	1281	saraza
saret	931	saret
sarmiento	2312	sarmiento
sarrazola	571	sarrazola
sastoque	835	sastoque
sastre	689	sastre
sativa	1163	sativa
satizabal	157	satizábal
satoba	1570	satoba
saturdina	524	saturdina
saul	1119	saúl
saulo	1819	saulo
sebastian	1453	sebastián
segismundo	197	segismundo
segovia	1039	segovia
segua	1168	segua
seguera	903	seguera
segundo	2324	segundo
segura	2108	segura
seija	728	seija
selva	96	selva
senejoa	1610	senejoa
seneth	969	seneth
sepulveda	2428	sepúlveda
sequera	454	sequera
serafin	316	serafín
sergio	1989	sergio
serna	1318	serna
serrano	2143	serrano
severino	696	severino
severo	1055	severo
shalosky	152	shalosky
siabato	2259	siabato
siachoque	893	siachoque
siatama	164	siatama
siatame	253	siatame
siaucho	2056	siaucho
sibilina	795	sibilina
siboche	184	siboche
sicacha	81	sicacha
sichaca	1792	sichacá
sicuamia	1668	sicuamia
siempira	1902	siempira
sienn	1203	sienn
sierra	2288	sierra
sierva	295	sierva
siervo	450	siervo
sigifredo	2264	sigifredo
silva	2277	silva
silvania	511	silvania
silverio	1808	silverio
silvestre	2069	silvestre
silvia	1981	silvia
silvino	1695	silvino
silvio	1487	silvio
simanca	1003	simanca
simbaguera	565	simbaguera
simbaqueba	2137	simbaqueba
simbasica	898	simbasica
simmonds	1878	simmonds
simon	388	simón
sinai	753	sinaí
sinforoso	546	sinforoso
siria	159	siria
siriaco	1521	siriaco
sixto	239	sixto
smorz	821	smorz
socadagui	1962	socadagui
socha	2085	socha
sofia	1607	sofía
sogamoso	1072	sogamoso
solano	2055	solano
soledad	463	soledad
soler	1939	soler
solera	1512	solera
solis	1205	solís
solman	236	solman
solorza	957	solorza
sonia	1516	sonia
sonya	983	sonya
soraca	1491	soraca
sosa	1608	sosa
sotachan	751	sotachán
sotaquira	1909	sotaquirá
sotelo	150	sotelo
soto	2221	soto
sotoban	134	sotobán
sotomonte	1419	sotomonte
stella	1025	stella
stillfried	1174	stillfried
suancha	994	suancha
suarez	2468	suárez
suarique	183	suarique
suavita	113	suavita
suaza	1120	suaza
sucerquia	198	sucerquia
sucesion	1924	sucesión
sucre	1371	sucre
suesca	1723	suesca
suescun	2218	suescún
suica	32	suica
sumapaz	1033	sumapáz
supanteve	608	supanteve
suspe	205	suspe
sustampira	781	sustampira
susunaga	1595	susunaga
szemelveisz	578	szemelveisz
tabaco	1630	tabaco
taborda	107	taborda
tafur	797	tafúr
taita	697	taita
talero	1582	talero
tamayo	2107	tamayo
tambo	575	tambo
tandioy	25	tandioy
tangua	826	tangua
tapia	1690	tapia
tapias	130	tapias
tapiero	1439	tapiero
tarazona	2195	tarazona
tarcisio	557	tarcisio
tarciso	517	tarciso
tarquino	776	tarquino
tatiana	1535	tatiana
tavera	1314	tavera
teatino	1424	teatino
tegua	1212	tegua
tejedor	1114	tejedor
telesforo	490	telésforo
tellez	411	téllez
temistocles	1640	temístocles
tenjo	667	tenjo
teobaldo	196	teobaldo
teodomila	1213	teodomila
teodoro	1273	teodoro
teofilde	248	teofilde
teofilo	1441	teófilo
teovaldo	329	teovaldo
teresa	2174	teresa
tereza	726	tereza
tetelua	226	tetelúa
teudolo	441	teudolo
tibabija	356	tibabija
tibacuy	1657	tibacuy
tibaduiza	2334	tibaduiza
tibagan	120	tibagán
tibambre	436	tibambre
tibamosa	659	tibamosa
tibamoso	1058	tibamoso
tibamozo	883	tibamozo
tibaque	768	tibaque
tibaquira	1153	tibaquira
tibata	1821	tibatá
tibavija	2042	tibavija
tibay	1186	tibay
tiberio	1869	tiberio
tiburcio	53	tiburcio
tiedra	1143	tiedra
tiga	58	tiga
tilia	427	tilia
tilsia	672	tilsia
timoleo	680	timoleo
timoleon	2073	timoleón
timoteo	324	timoteo
tinedo	72	tinedo
tinjaca	1510	tinjacá
tinoco	126	tinoco
tiofilo	675	tiófilo
tipazoca	1370	tipazoca
tirso	1330	tirso
tiusaba	1258	tiusaba
tiuzo	64	tiuzo
tobar	135	tobar
tobaria	422	tobaría
tobasura	1964	tobasura
tobian	618	tobian
tobito	791	tobito
tobon	700	tobón
tocarruncho	2007	tocarruncho
tojanci	2119	tojanci
toloza	466	toloza
tomas	574	tomás
toncon	1898	toncón
toner	121	toner
tongua	750	tongua
toni	389	toni
tonocolia	386	tonocolia
tonsasci	23	tonsasci
torache	1753	torache
toribio	146	toribio
tornero	929	tornero
toro	1444	toro
torrecilla	1040	torrecilla
torres	2469	torres
toscano	469	toscano
totaitive	1601	totaitive
tovar	2168	tovar
tovasura	889	tovasura
transito	2077	tránsito
translaviña	1256	translaviña
traslaviña	1706	traslaviña
trejos	1545	trejos
triana	1649	triana
triglia	671	triglia
trillos	1021	trillos
trinidad	1905	trinidad
tristancho	1746	tristancho
truca	807	truca
trujillo	2118	trujillo
tuay	593	tuay
tufik	1139	tufik
tulfo	923	tulfo
tulio	1586	tulio
tumay	657	tumay
tunarosa	699	tunarosa
tunarrosa	1643	tunarrosa
tunjacipa	755	tunjacipá
tupanteve	2065	tupanteve
turbay	1007	turbay
turiel	621	turiel
ubaldina	563	ubaldina
ubilerma	916	ubilerma
uchamocha	2028	uchamocha
ucros	1584	ucrós
uladislao	873	uladislao
uldarico	1551	uldarico
ulises	1860	ulises
ulloa	1620	ulloa
ulpiano	1796	ulpiano
umaña	1547	umaña
umbacia	825	umbacia
umbariba	170	umbariba
umbarila	1935	umbarila
uncaria	83	uncaria
undelina	555	undelina
unibio	419	unibio
unriza	2012	unriza
unrriza	1235	unrriza
urazan	1056	urazán
urbano	1966	urbano
urego	763	urego
ureña	1592	ureña
urian	954	urian
uricoechea	663	uricoechea
uriel	2080	uriel
urintive	1867	urintive
uriza	1079	uriza
urpiano	274	urpiano
urquijo	1295	urquijo
urrea	688	urrea
urrego	2033	urrego
urrutia	846	urrutia
ursula	1343	úrsula
urueña	965	urueña
usaquen	829	usaquén
uscategui	2413	uscátegui
useche	1965	useche
useda	426	useda
usgame	716	usgame
usme	1571	usme
uva	1166	uva
uvaldina	532	uvaldina
uvaldino	816	uvaldino
uyaban	1456	uyabán
vaca	1100	vaca
vacares	662	vacares
valbuena	2274	valbuena
valcarcel	2109	valcárcel
valderrama	2398	valderrama
valdes	1553	valdés
valdion	694	valdión
valencia	1911	valencia
valentin	1408	valentín
valentina	1730	valentina
valeria	291	valeria
valerio	460	valerio
valero	1598	valero
valest	1375	valest
valiente	470	valiente
vallares	1022	vallares
vallejo	2179	vallejo
vanegas	1932	vanegas
vaquero	890	vaquero
vaquiro	1402	vaquiro
varela	1900	varela
varelo	245	varelo
vargas	2477	vargas
vasallo	384	vasallo
vasquez	2347	vásquez
vega	2196	vega
vegamaria	1347	vegamaría
velandia	2452	velandia
velasco	2200	velasco
velasquez	2316	velásquez
velez	418	vélez
velosa	128	velosa
venado	1195	venado
venancio	679	venancio
venavides	987	venavides
ventura	744	ventura
vera	1560	vera
verbel	1070	verbel
verdugo	1950	verdugo
verenice	1254	verenice
vergara	2268	vergara
vergel	2169	vergel
verona	102	verona
veronica	98	verónica
viajan	372	viajan
viancha	1686	viancha
viasus	1533	viasus
vicencio	194	vicencio
vicenta	1013	vicenta
vicente	2138	vicente
victor	2459	víctor
victoria	1126	victoria
vides	1729	vides
viedma	580	viedma
viguez	133	viguéz
villa	328	villa
villabon	262	villabón
villafañe	1157	villafañe
villafrades	1628	villafrades
villagran	89	villagrán
villalba	1735	villalba
villalobos	1748	villalobos
villalva	1063	villalva
villamarin	523	villamarín
villamil	2369	villamil
villamizar	1471	villamizar
villamor	809	villamor
villanueva	1955	villanueva
villaquiran	793	villaquirán
villareal	861	villareal
villate	2156	villate
villesca	796	villesca
villescas	572	villescas
villeta	827	villeta
vinchery	1922	vinchery
virgilio	1876	virgilio
virginia	2005	virginia
virgues	8	virgues
virguez	1390	virguez
virviescas	630	virviescas
visitacion	1755	visitación
viviescas	1599	viviescas
vladimir	1454	vladimir
vogell	477	vogell
wagner	1115	wagner
waked	505	waked
waldo	402	waldo
walter	590	walter
walteros	2246	walteros
walther	1177	walther
wenceslado	1149	wenceslado
wenceslao	1468	wenceslao
widerkehr	478	widerkehr
wilches	2210	wilches
wilfrido	815	wilfrido
william	2434	william
willinton	481	willinton
wilman	1814	wilman
wilmer	1397	wilmer
wilson	2332	wilson
wiston	1073	wiston
wittingham	344	wittingham
wittinghan	1549	wittinghan
xavier	60	xavier
ximena	1015	ximena
yackeline	26	yackeline
yagama	499	yagama
yalile	440	yalile
yamile	381	yamile
yaneth	1597	yaneth
yanid	946	yanid
yanira	1363	yanira
yaqueline	385	yaqueline
yaquive	1478	yaquive
yaride	279	yaride
yasmin	1197	yasmín
yave	92	yavé
yazmin	1226	yazmin
yen	1423	yen
yenny	1613	yenny
yesenia	1683	yesenia
yesid	1891	yesid
yezenia	334	yezenia
yilcen	1182	yilcen
yimmy	1355	yimmy
yisela	303	yisela
yohana	649	yohana
yolanda	1675	yolanda
yolima	1446	yolima
young	106	young
yovany	148	yovany
yunis	1246	yunis
zambrano	2331	zambrano
zamora	2131	zamora
zamudio	212	zamudio
zanguña	852	zanguña
zarate	1873	zárate
zaraza	1789	zaraza
zenaida	87	zenaida
zipa	1071	zipa
zocimo	394	zocimo
zoila	1760	zoila
zoraida	349	zoraida
zorro	1918	zorro
zotaquira	1311	zotaquirá
zubieta	1626	zubieta
zulema	284	zulema
zuleta	1255	zuleta
zuluaga	1366	zuluaga
zuria	942	zuria
zuñiga	1655	zúñiga
